competency_id,competency,,Domaine ,Description,BlockID,BlockName,isIT
,"diagnose speech and communication disorders
assess speech disorders
identify speech disorders
diagnose communication disorders
diagnose speech disorder
diagnose a speech disorder",,,"Assess and diagnose patients` speech and communication disorders, identifying a variety of causes like congenital problems or disorders acquired after a stroke or injury.",,,
,"inspect drainage systems
identify blocakge in drainage system",,,Determine and locate the cause of blockage in the sewerage system.,,,
,"ICT recovery techniques for corrupted software components
ICT recovery techniques for hardware
ICT recovery techniques for corrupted data
ICT recovery methods
ICT recovery techniques for damaged and corrupted software components",,,"The techniques for recovering hardware or software components and data, after failure, corruption or damage.",,,
,"conducting field investigation
performing studies
conducting studies and field investigation
conduct field investigation
perform field investigation
performing field investigation
conduct studies
studies and field investigation conducting
performing studies and field investigation
studies and field investigation performing
conduct studies and field investigation
conducting studies
perform studies",,,Plan and performs studies and field investigations as required. Inspect landscapes using established techniques and procedures.,,,
,"bookkeeping science
scientific financial analysis
actuarial sciences",,,"The rules of applying mathematical and statistical techniques to determine potential or existing risks in various industries, such as finance or insurance.",,,
,"controlling curing ovens
control curing ovens
curing ovens adjusting
curing ovens controlling
adjusting curing ovens
curing oven controlling
curing oven adjusting",,,Adjust the temperature of the curing ovens by turning dials so that it is set to the correct parameters.,,,
,"inspect aircraft completely
comprehensively inspect aircraft
undertake comprehensive aircraft inspections
perform thorough inspections of aircraft
conduct comprehensive inspections of aircraft
perform comprehensive inspections of aircraft equipment and components
inspect aircraft thoroughly
inspect aircraft comprehensively
inspect entire aircraft
meticulously inspect aircraft
completely inspect aircraft
exhaustively inspect aircraft
fully inspect aircraft
conduct comprehensive inspections of aircraft equipment and components",,,"Conduct inspections of aircraft and aircraft components, their parts, appliances, and equipment, to identify malfunctions such as fuel leaks or flaws in electrical and pressurisation systems.",,,
,"operate motorised street sweepers
operate motorised street sweeping machines
operating motorised street sweeping machine
operate street sweeper
run street sweeper
run motorized street sweeping machine",,,Use motorised street sweeping equipment to sweep gutters and streets.,,,
,"manage gas distribution facilities
gas distribution facilities managing
managing gas distribution facilities
supervising gas distribution operations
gas distribution operations supervising",,,"Supervise the activities of a gas distribution facility and the operation of gas distribution systems, such as pipelines, in order to ensure compliance with legislation, efficient operations, and that the equipment is properly handled and maintained.",,,
,"test a motor vehicle under demanding conditions
deal with motor vehicles under demanding conditions
handle motor vehicles under demanding conditions
cope with motor vehicles under demanding conditions
keep control of motor vehicles under difficult conditioons
handle motorised vehicles under demanding conditions
handle motor-driven vehicles under demanding conditions
take in hand motor vehicles under demanding conditions",,,"Test the steering, braking and handling abilities of motor vehicles to see how they operate under demanding and extreme conditions such as on sloops, in winding bends and on ice.",,,
,"selected vocalists
recruit soloists
choose singers
select the vocalists",,,Select vocalists and individual singers for solos.,,,
,"memorising assembly instructions
remember assembly instructions
memorise an assembly instruction
retain assembly instructions
know assembly instructions
recall assembly instructions
memorize assembly instructions",,,Store instruction information such as the different procedures to assemble the different parts of furniture for later retrieval.,,,
,"sourcing supplies to farm
farm supplies managing
source farm supplies
source supplies to farm
farm supplies sourcing
managing farm supplies
sourcing farm supplies
manage supplies to farm
managing supplies to farm",,,"Manage farm supplies by taking care of the purchase and storing procedures. Select and purchase supplies and equipment such as seeds, livestock feed, fertilisers and farm machinery.",,,
,"oversee equipment
overseeing control equipment
equipment supervising
supervising control equipment
overseeing equipment
supervising equipment
control equipment overseeing
control equipment supervising
supervise control equipment
equipment overseeing
oversee control equipment",,,Start up and shut down equipment; identify and troubleshoot technical problems and conduct minor repairs. Monitor control equipment in order to identify safety and environmental hazards.,,,
,"give specialist pharmaceutical advice
offer specialist advice on medication
give specialist pharmaceutical advices
give specialist advice on medication
offer specialist pharmaceutical advice
provide specialist pharmaceutical advices",,,"Provide specialist information and advice on medicinal products such as the appropriate use, the adverse reactions and the interactions with other medications.",,,
,"revise questionnaire
revising questionnaires
assess questionnaires
review questionnaires
modify questionnaires",,,"Read, analyse, and provide feedback on the accuracy and adequacy of questionnaires and their assessment fashion taking into account its purpose.",,,
,"operate metal polishing machines
operate metal polishing equipments
operate polishing equipment
use metal polishing machine
run metal polishing machine
utilise metal polishing machine",,,"Operate equipment designed to buff and polish metal workpieces, such as diamond solutions, silicon-made polishing pads, or working wheels with a leather polishing strop, and others.",,,
,"perform maintenance to protect coating properties of pipelines
maintain the coating properties of pipelines
maintain the coating qualities of pipelines
maintain the coating features of pipelines
maintain pipeline coating qualities
ensure pipelines retain their coating properties
ensure pipelines retain their coating qualities
ensure pipelines retain their coating features
maintain pipeline coating features
conduct maintenance to protect coating properties of pipelines",,,"Perform maintenance to pipelines and their coating properties by applying chemicals and techniques. Maintain external anti-corrosion, internal coating, concrete weight coating, thermal insulation, and other coating properties.",,,
,"cable chase cutting
cutting cable chases in walls
cutting of cable chases
wall chase cutting
cutting cable chases
cutting wall chases
cutting of wall chases
cutting chases in walls",,,Cut a narrow channel in a wall or other partition in order to run cables through it. Cut the channel straight and without causing unnecessary damage. Be sure to avoid existent wires. Lead the cables through the chase and fill it up with the appropriate material.,,,
,"operating cement hoist
cement hoist transfer equipment tending
cement hoist operating
operate cement hoist
tending hoist cement transfer equipment
hoist cement transfer equipment tending",,,Tend equipment such as pneumatic pumps or electrically powered conveyors which are used for transferring the hoist cement into storage containers.,,,
,"supervise freight-related financial documentation
manage freight-related financial documentation
control freight-related financial documentation
overseeing freight-related financial documents
overseeing freight-related financial documentation
oversight of freight-related financial documentation
administer freight-related financial documentation",,,Oversee freight billing and invoicing accuracy.,,,
,"design object to be crafted
sketch by hand objects to be crafted
draw objects to be crafted
designing objects to be crafted
make sketches of objects to be crafted",,,"Sketch, draw or design sketches and drawings from memory, live models, manufactured products or reference materials in the process of crafting and sculpting.",,,
,"scope of husbandry and harvesting effects on aquatic resources
effects of aquaculture on aquatic resources
science of husbandry and harvesting effects on aquatic resources
range of husbandry and harvesting effects on aquatic resources
implications of effects of aquaculture on aquatic resources
scope of effects of aquaculture on aquatic resources
range of effects of aquaculture on aquatic resources",,,"The effects on aquatic resources, fish, mollusks and crustaceans of husbandry and harvesting activities.",,,
,"mortar joint finishing
joint mortaring
mortaring joints
filling up mortar joints
fill up mortar joints
finishing of mortar joints
finishing mortar joints",,,Use a trowel to apply extra mortar to joints to smoothen and finish them after the mortar has partially hardened. Make sure that the joints are full to prevent dampness and other outside influences from passing through the wall.,,,
,"measures used in EU funds programme operations
metrics employed in EU funds programme operations
criteria used in EU funds programme operations
parameters tracked in EU funds programme operations",,,"The different types of input, output and results indicators used in the domain of the management of EU funds.",,,
,"compile licence fees
assemble licence fees
amass licence payments
amass licence fees
collect licence payments
compile licence payments
gather licence payments
collect license fees
gather licence fees",,,"Collect payments due for the processing of a licence, such as the initial granting of a licence or a licence renewal, ensuring that the correct amounts are paid and procedures are compliant with regulations.",,,
,"frost protection material installation
installing insulating materials
installation of insulating materials
insulating material installation
installation of frost protection materials
installing frost protection materials",,,"Install insulation materials such as sand, gravel, crushed stone, foam glass or extruded polystyrene to reduce frost penetration and any resulting road damage.",,,
,"screeding fresh concrete
concrete screeding
smoothing concrete surface
use screed
screeding of fresh concrete
smooth concrete surface
smoothing concrete
screeding of concrete
screeding concrete
fresh concrete screeding
using screed
smooth concrete",,,Smooth the surface of freshly poured concrete using a screed.,,,
,"processes of sour gas sweetening
decontaminating raw gas
decontaminate raw gas
process raw gas
raw gas decontamination
process of sour gas sweetening
sour gas sweetening
sour gas sweetening process
sweetening sour gas
raw gas processing",,,"Processes of removing certain corrosive contaminants, such as hydrogen sulfide (H₂S) from raw gas, such as the Girdler process which uses amine solutions, or modern processes using polymeric membranes.",,,
,"type quickly
touch type
typing at speed",,,Type texts accurately at a high speed.,,,
,"react to situations of emergency in a live performance environment
react to situations of emergency in an environment of live performances
react to emergency situations according to procedures
react to emergency situations appropriately",,,"Assess and react to an emergency (fire, threat, accident or another calamity), alerting emergency services and taking appropriate measures to safeguard or evacuate workers, participants, visitors or audience according to the established procedures.",,,
,"adhere to recycling collection schedules
observe recycling collection schedules
following a recycling collection schedule
adopt recycling collection schedules
following recycling collection schedules
keep recycling collection schedules
follow a recycling collection schedule",,,"Follow and apply waste collection schedules, handed out by the organisations who collect and process the materials for recycling, in order to optimise efficiency and service.",,,
,"perform stock mitigation
carry out rotation of stock
reposition perishable products",,,Execute repositioning of packaged and perishable products with an earlier sell-by date to the front of a shelf.,,,
,"comprehend written Russian
understand Russian writing
interpret written Russian
read Russian
make sense of written Russian",,,Read and comprehend written texts in Russian.,,,
,"change tightness of engine parts
adjustment of tightness of engine parts
changing tightness of engine parts
adjusting tightness of engine parts
adjustment to tightness of engine parts
tightness alteration to engine parts
alter tightness of engine parts
tightness adjustment of engine parts",,,"Tighten or unscrew engine parts using hand and power tools; maintenance of tubing, casing and connecting rods.",,,
,"repairing hammer mill
repair hammer mills
fix hammer mill
restore hammer mill
mend hammer mill",,,"Repair broken components or systems of machinery and equipment used for crushing or shredding various materials, using hand and power tools.",,,
,cognitive computing technology,,,The interdisciplinary field between cognitive science and computer science that involves simulating human thinking processes through a computerised approach. It makes use of algorithms for data mining and natural language processing to imitate the functioning of the human brain.,,,
,"analysis of user requirement in ICT systems
analysis of user requirements in ICT systems",,,"The process intended to match user and organisation's needs with system components and services, by taking into consideration the available technologies and the techniques required to elicit and specify requirements, interrogating users to establish symptoms of problem and analysing symptoms.",,,
,"correspond in written Italian
show competency in written Italian",,,Compose written texts in Italian.,,,
,"develop a product catalogue
develop product catalogues
evaluate the product catalogue
produce the product catalogue
establish the product catalogue
developing the product catalogue
launch the product catalogue
develop the product catalog",,,Authorise and create items in relation to the delivery of a centrally held product catalogue; make recommendations in the further developing process of the catalogue.,,,
,"renew machines
supersede machines
supersede appliances and machinery
renew appliances and machinery
rotate machines",,,Evaluate when to invest in replacing machines or machine tools and take the necessary actions.,,,
,"fastening machinery pieces
screw machine sections
screw machine components
fastening machinery units
screw machine units
fastening machinery components
fastening machinery sections
screw machine pieces",,,"The various parts of a machine designed to manufacture screws, such as the spindle, spindle drive motor, spindle speed change gear, lead cam, front cross slide cam, turret, turret feed dog carrier, and others.",,,
,"overseeing quenching of coke
monitoring of quenching of coke
overseeing of quenching of coke
monitor quenching of coke
monitoring of coke quenching
coke quenching monitoring
oversee quenching of coke
monitoring coke quenching
coke quenching overseeing
overseeing of coke quenching
overseeing coke quenching
monitoring quenching of coke",,,Monitor the process where hot cokes are removed from the oven and quenched using water or increasingly air to make transport possible.,,,
,"rewrite texts
transcribing texts
transcribe text
transpose texts",,,"Use input devices such as mouse, keyboard and scanner, to transcribe texts into a computer.",,,
,"performing upholstery repairs
complete upholstery repair
perform upholstery repairs
perform an upholstery repair
implement upholstery repair
undertake upholstery repair",,,"Repair/restore damaged upholstery for a wide range of vehicles; use materials such as fabric, leather, plastic or vinyl.",,,
,"teaching astronomy
educate on astronomy
explain astronomy
provide instruction on astronomy
teaches astronomy",,,"Instruct students in the theory and practice of astronomy, and more specifically in topics such as celestial bodies, gravity, and solar storms.",,,
,"drinks service operation
drinks service tasks
drinks service
drinks service functions
drinks services operations
drinks service activities",,,"The various aspects, such as procedures and techniques, of serving drinks to customers.",,,
,"conduct pre-flight activities
carry out necessary procedures before take off
perform pre-flight activities
perform necessary procedures prior to take off
carry out necessary procedures prior to take off
undertake pre-flight activities
carry out required actions before departure
perform necessary procedures before take off
perform required actions before departure
undertake required actions before departure
execute necessary procedures before take off",,,"Perform a series of actions prior to aircraft take-off; this includes starting the main and auxiliary engines, correctly positioning the chocks, FOD check, unplugging GPU, etc.",,,
,"speak Yiddish
verbally interact in Yiddish
communicate verbally in Yiddish",,,Communicate orally in ​Yiddish.,,,
,"ensure effective operation of logistics pricing systems
ensure effectiveness of logistics pricing systems
administer logistics pricing system
perform logistics pricing system management
ensure effective operation of pricing systems for logistics services
administer pricing systems for logistics services
oversee logistics pricing systems
ensure effectiveness of pricing systems for logistics services
oversee pricing systems for logistics services
manage pricing systems for logistics services",,,Manage logistics pricing systems. Ensure that prices adequately reflect costs.,,,
,"collaborate within textile team
work in textile and apparel manufacturing teams
work in team in the textile industry
collaborate with colleagues in the textile industry",,,Work harmoniously with colleagues in teams in the textile and clothing manufacturing industries.,,,
,"adapt sporting equipment
alter sporting equipment
adjusting sporting equipment
modify sporting equipment
fix sporting equipment
adjust sports equipment
adjusting sports equipment",,,"Alter sporting equipment, e.g. racquet stringing, ski waxing, etc.",,,
,"manage casino staff
supervise staff in casino
direct casino staff
manage casino employees
supervise casino team
direct casino employees
supervise staff of casino",,,"Observe, supervise and schedule the daily tasks of casino employees.",,,
,"draw milk from animals
drawing milk from animals
animal milking
milk drawing from animals
milking animals
animals milking",,,"Milk cows and other farm animals, manually or using mechanical means.",,,
,"promote auction sales
advertising auction sales
advocate auction sales
market auction sales
advertise an auction sale
endorse auction sales
advertising an auction sale",,,"Promote auction sales on radio and TV, in trade magazines, online and via catalogue distribution and other channels.",,,
,"scope of fish morphology
science of fish morphology
scope of fish anatomy
science of fish anatomy
range of fish morphology
range of fish anatomy
forms of fish anatomy
fish morphology
forms of fish morphology",,,The study of the form or morphology of fish species.,,,
,"deal with client's enquiries
respond to a customer inquiry
answer customers' inquiries
respond to inquiries by customers",,,"Answer customers' questions about itineraries, rates and reservations in person, by mail, by e-mail and on the phone.",,,
,"from Holland
from the Netherlands",,,The Dutch language. Dutch is an official and working language of the EU.,,,
,"garden area creating in cemeteries
create garden areas in cemeteries
create areas of garden in cemeteries
garden area planting out in cemeteries
plant out garden areas in cemeteries
creating areas of garden in cemeteries
planting out garden areas in cemeteries
creating garden areas in cemeteries
plant out areas of garden in cemeteries
planting out areas of garden in cemeteries",,,Plant out garden areas.,,,
,"fastening risers and treads
fastening treads and risers
tread and riser assembly
fixing of treads and risers
tread and riser fastening
assembly of treads and risers
assembling treads and risers
fix treads and risers
fastening of risers and treads
fastening of treads and risers
assemble treads and risers
fixing treads and risers
riser and tread fastening
tread and riser fixing",,,"Securely fasten the treads of a staircase and their vertical counterparts, the risers, to the structural support element or elements of the stair. Screw or nail the risers and treads onto the structure, like stringers, carriages or I-beam. Use adhesives to prevent creaking if called for.",,,
,"ready loading activity resources
prepare resources for loading tasks
prepare loading resources
prepare resources for loading
perform cargo loading preparation
prepare the crew and equipment required for loading or unloading of freight
prepare loading activity resources
prepare equipment and crew required for loading activities
ready resources for loading activities
determine the crew and equipment required for loading activities
prepare the crew and equipment required for the loading and unloading of cargo
perform freight loading preparation",,,Assess the number of workers and types of equipment needed to load or unload freight.,,,
,"providing advice on invention
providing advice on inventions
offer advice on inventions
provide advice on inventions
consult on inventions
supply advice on inventions",,,"Provide advice to inventors and manufacturers as to whether their inventions will be granted patents by researching if the invention is new, innovative and viable.",,,
,"teaches anthropology
explain anthropology
educate on anthropology
teaching anthropology
provide instruction on anthropology",,,"Instruct students in the theory and practice of anthropology or the development and behaviour of human beings, more specifically the development of cultures, languages and the social life and practices of a certain culture.",,,
,"audio editing program
audio editing plugin
audio edit software",,,"The various software for editing and generating audio, such as Adobe Audition, Soundforge, and Power Sound Editor.",,,
,"manage adverse reactions to medication
handle adverse reactions to drugs
deal with adverse reactions to drugs
manage adverse reactions to medical drugs",,,"Analyse and manage adverse reactions to drugs such as general and local anaesthetics and antibiotics, describing the principles of drug challenge and desensitisation to the allergic patient and providing advice on the use of alternative drugs.",,,
,"oversee archive
manage archives
coordinate archive
managing archives
supervise archive
monitor archive
managing archive",,,"Supervise others to ensure that documents, files, and objects are correctly labelled, stored, and preserved according to archive standards and regulations.",,,
,"stock cocoa pressing products
keep cocoa pressing products
store a cocoa pressing product
storing cocoa pressing products
warehouse cocoa pressing products",,,"Use adequate recipients to store the outputs after pressing the cocoa. Fill pots with chocolate liquor, extrude specified amounts of cocoa butter into holding tank, and eject cocoa cakes onto conveyor.",,,
,"attach components
connect components
fasten subassemblies
fix components",,,Fasten components together according to blueprints and technical plans in order to create subassemblies or finished products.,,,
,"give an explanation of accounting records
describe accounting records
explaining accounting records
explain accounting record
explain account records
clarify accounting records",,,"Provide additional explanation and disclosure to staff, vendors, auditors, and to any other instance about the way accounts were recorded and treated in the financial records.",,,
,"maintain systems for irrigation
irrigation systems maintaining
maintaining irrigation systems
maintain equipment for irrigation
maintain irrigation equipment
irrigation equipment maintaining
maintaining irrigation equipment
irrigation system maintaining",,,Inspect and assess irrigation systems according to agreed time schedules. Identify defects and wear in irrigation systems and arrange repairs.,,,
,"check needs for office stationary items
manage office appliance's requirements
manage requirements of office appliance
monitor office appliance requirements
oversee office appliance requirements
managing office appliance requirements",,,"Watch, analyse, and provide the appliances required in offices and business facilities for an smooth running of the operations. Prepare appliances such as communication devices, computers, faxes, and photocopiers.",,,
,"estimating oil and gas reserves
measuring of reservoir volumes
measurement of reservoir volumes
reservoir volumes measurement
estimating of oil and gas reserves
reservoir volume measurement
estimation of oil and gas reserves
estimate oil and gas reserves
measuring reservoir volumes
oil and gas reserves estimation
oil and gas reserve estimation",,,"Estimate the volume of an oil and gas reservoir by measuring its areal extent, rock pore volume, and the fluid content within the pores.",,,
,"concentrate on the service
improve the service
focussing on service
focus on serving",,,Look for efficient ways to help people in an active way.,,,
,"scientific instruments operating
operating scientific equipment
operate scientific equipment
scientific equipment operating
scientific measuring equipment operating
operate scientific instruments
operating scientific instruments
operating scientific measuring equipment",,,"Operate devices, machinery, and equipment designed for scientific measurement. Scientific equipment consists of specialised measuring instruments refined to facilitate the acquisition of data.",,,
,"review development process of an organization
judge development process of an organisation
judge development process of an organization
assess development process of an organization
assess development process of an organisation",,,"Judge, review and decide on directions of innovation and development processes in an organisation in order to improve efficiency and reduce costs.",,,
,diagnosis and treatment of blood diseases,,,"The medical specialty dealing with the diagnosis, aetiology and treatment of blood diseases.",,,
,"assess blast success
reporting of outcome of blast
blast outcome reporting
examining blast area
assess success of blast
blast outcome report
examine blast area
reporting outcome of blast",,,"After examining the blast area, report whether the blast was successful or not. Mention any relevant findings from the examination.",,,
,"apply road transport environmental strategies
ensure implementation of CO² mitigation strategies in road transportation
mitigate CO² emissions in road transport through application of environmental measures
apply road transportation environmental strategies
carry out implementation of road transport environmental measures
implement road transportation environmental measures
apply road transportation environmental measures
ensure implementation of CO² mitigation strategies in road transport
implement road transport environmental measures
mitigate emission of CO² through application of road transport environmental measures",,,Apply European Commission (EC) strategies to mitigate emission of CO²; enforce environmental measures to ensure that CO² emission reduction targets are met.,,,
,"specifying well-head equipment
designing well-head equipment
designing of well-head equipment
well-head equipment design
specification of well-head equipment
design of well-head equipment
well-head equipment selection
specify well-head equipment
well-head equipment designing
select well-head equipment",,,"Design and select well-head equipment. Take into local geology, type of resource and other specific properties of the site as well as costs.",,,
,"keeping track of shipment payments
save track of shipment payments
retain track of shipment payments
keeping track of a shipment payment
store track of shipment payments
hold track of shipment payments
keep track of a shipment payment",,,Monitor the progress of payments made for shipping products.,,,
,"scientific modeling
scientific reproduction
scientific model
scientific simulation
scientific models",,,"Scientific activity consisting in selecting the relevant aspects of a situation and aiming to represent physical processes, empirical objects and phenomena to allow a better understanding, visualisation or quantification, and to enable simulation that shows how this particular subject would behave under given circumstances.",,,
,"checking railway tracks visually
visual inspection of railways
visually inspecting railways
visually inspect railways
visually check railway tracks
visual checking of railway tracks
inspecting railways visually",,,"Visually check the integrity of train tracks, sleepers, and ballast. This is usually done in reaction to reports from workers or detections by sensors.",,,
,"draw up government funding dossiers
prepare government funding dossier
draft government funding dossiers
compile government funding dossiers
preparing government funding dossiers",,,Prepare dossiers to request government funding.,,,
,"ability to comprehend spoken and written Maltese and to speak and write in Maltese
competent in Maltese",,,The Maltese language. Maltese is an official and working language of the EU.,,,
,"clipping together sheet metal objects
clip metal objects together
using sheet metal clips
use sheet metal clips
clipping together of sheet metal objects
clipping sheet metal objects together
clipping metal objects together",,,Use sheet metal clips to securely clip sheet metal objects together.,,,
,"set up set constructions
assemble set constructions
building set constructions
build set construction
erect set constructions",,,"Design and build wooden, metal or plastic set constructions and set up stage pieces using carpets and fabrics.",,,
,"identify health benefits of nutritional change
identify health benefit of nutritional changes
recognise effects of nutritional changes
communicate health benefits of nutritional change
inform about health benefits of nutritional change
recognize effects of nutritional changes",,,Recognize the effects of nutritional changes on human organism and how they impact it positively.,,,
,"ground preparing for construction
prepare construction site
prepare ground for construction
preparation of building site
site preparation
preparation of building ground
preparing site
drawing up site plans
preparation of site
draw up site plans
building ground preparation
building site preparation
preparing building ground",,,Draw up building plans and prepare building sites for erecting buildings or other structures.,,,
,set standards for data transformation,,,Set and maintain standards for transforming data from source schemas into the necessary data structure of a result schema.,,,
,"pension distribution
distribute a pensions
allocate pensions
assign pensions
issue pensions
distribution of pensions
allot pensions",,,Pay pensions and other benefits to customers. Check correctness of documents and make sure the correct amount of cash is given.,,,
,"assess through semi-structured interviews
use semi-structured interviews for assessment
assess through STARR interviews
use STARR interviews for assessment
assess through questioning techniques",,,"Use different questioning techniques such as semi-structured interviews, open and closed questions, or STARR interviews, adapted to the type of information to be gathered.",,,
,"direct a team
managing a team
supervise a team
manage the team",,,"Ensure clear and effective channels of communication across all departments within the organisation and support functions, both internally and externally ensuring that the team is aware of the standards and objectives of the department/business unit. Implement the disciplinary and grievance procedures as required ensuring that a fair and consistent approach to managing performance is consistently achieved. Assist in the recruitment process and manage, train and motivate employees to achieve/exceed their potential using effective performance management techniques. Encourage and develop a team ethic amongst all employees.",,,
,"undertake scheduling for airport equipment maintenance
organise maintenance schedules for airport equipment
define the maintenance schedules of airport equipment
control maintenance schedules to ensure availability of airport equipment at all times
develop maintenance schedules for airport equipment
determine the maintenance schedules of airport equipment
determine airport equipment maintenance schedules
perform scheduling activities for maintenance of airport equipment
carry out airport equipment maintenance scheduling
undertake airport equipment maintenance scheduling
define maintenance schedules for airport equipment",,,Determine maintenance schedules for the equipment and vehicles used in the airport. Consider different criteria in order to plan maintenance activities. Ensure availability of vehicles and equipment at all times.,,,
,"have awareness of safety issues
operate with comprehensive awareness of safety issues
operate with a comprehensive understanding of safety issues
act with comprehensive awareness of safety issues
have a high level of safety awareness
retain a high level of safety awareness
possess a high level of safety awareness
work with extensive awareness of safety issues
maintain a high level of safety awareness
work with a full appreciation of safety issues",,,Ensure high levels of safety awareness; use personal protection equipment; communicate with staff members and provide advice on health and safety issues.,,,
,"support the achieving of informed consent
support informed agreement
help patients give informed consent
aid informed consent
assist informed consent",,,"Make sure patients and their families are fully informed about the risks and benefits of proposed treatments or procedures so they can give informed consent, engaging patients and their families in the process of their care and treatment.",,,
,"industrial constitution law
constitutional legislation
constitutional rules
constitutional statutes
state statutes
state rules
state regulations
state legislation
constitutional regulations",,,The regulations dealing with the fundamental principles or established precedents which govern a state or organisation.,,,
,"apply ultrasonic equipment
ultrasonic equipment use
using ultrasonic equipment
employ ultrasonic equipment
operate ultrasonic equipment",,,Use ultrasonic techniques and equipment to discover defects in solid materials.,,,
,"develop a semantic resolution tree
create controlled vocabularies
develop taxonomies and ontologies
create thesauri",,,Create coherent lists and hierarchies of concepts and terms to ensure consistent indexing in knowledge organisation systems.,,,
,"discharging cement
empty cement mixer
cement mixer emptying
cement discharging
emptying cement mixer",,,Discharge the cement from the mixer into cans.,,,
,"investigate blood patterns
investigate blood specimens
scrutinise blood specimens
test blood specimens
test blood patterns
scrutinise blood patterns
analyze blood patterns",,,"Analyse the patterns of blood splatters and remains on a crime scene in order to document them, and formulate conclusions as to the causes and the events which have occurred on the scene.",,,
,"comprehend written Occitan
read Occitan
comprehend written Provençal
make sense of written Occitan
understand Occitan writing
comprehend written Languedoc
interpret written Occitan",,,Read and comprehend written texts in ​Occitan.,,,
,"perform testing of vehicles
perform MOTs
perform vehicle inspection activities
examine and maintain vehicles
execute vehicle tests
perform vehicle maintenance testing activities
carry out vehicle tests
conduct vehicle tests
undertake vehicle tests
inspect and maintain vehicles",,,"Test, inspect and maintain vehicles; refresh oil and change tires; balance wheels and replace filters.",,,
,"fish samples gathering for diagnosis
fish samples collecting for diagnosis
fish sample gathering for diagnosis
fish sample collecting for diagnosis
gather fish samples for diagnosis",,,Collect fish and shellfish samples for diagnosis by fish diseases specialists.,,,
,"remote sensing
remote sensing methods
remote sensing practices
remote sensing systems
remote sensing procedures",,,"The different techniques to obtain information on objects and phenomena on Earth's surface without having physical contact with them, such as electromagnetic radiation, radar imaging, and sonar imaging.",,,
,"maintain dimming equipment
ensure maintenance of dimmer equipment
check maintenance of dimmer equipment
maintain equipment for dimming",,,"Check and operate dimmer equipment. Take the appropriate steps if the equipment is defective, correcting the defect yourself or forwarding it to a specialised repair service.",,,
,"repair lithographic printing plates
conserve lithographic printing plates
maintaining lithographic printing plates
preserve lithographic printing plates
upkeep lithographic printing plates
maintain lithographic printing plate",,,Produce and store plates used in lithographic offset printing by running a previously imposed and ripped file to plate or exposing and developing the plate using hand tools or machines.,,,
,"rubber plies building up
rubber plies creating
rubber ply creating
create rubber plies
building up rubber plies
rubber ply building up",,,Build up the number of plies required in specifications by trimming the irregular edges using scissors or knifes.,,,
,"removing wallpaper
strip walls with putty knife
stripping wallpaper
strip walls with steamer
wallpaper stripping
removal of wallpaper
strip wallpaper
wallpaper removal",,,"Remove existent wallpaper, or traces of it, from a wall without damaging the wall. Use one or several techniques and tools, including putty knife for peeling, scoring tool for perforating the paper, paint roller for soaking and steamer for hard to remove paper, based on the circumstances and type of wallpaper.",,,
,create script for multimedia production,,,"Develop a script describing the scenes, actions, equipment, content and realisation means for a play, film or broadcast.",,,
,"use construction and repair tools
using construction and repair tools
use construction tools
employing repair tools
employing construction tools
using construction tools
employing construction and repair tools
employ tools for construction and repair
employ construction tools
employ construction and repair tools
employing tools for construction and repair
using repair tools
use repair tools
employ repair tools",,,"Construct and repair ships and equipment using hand tools, machine tools, and measuring instruments. Safely carry out emergency or temporary repairs. Take measures to ensure a safe working environment. Use various types of sealants and packaging.",,,
,"follow spirit taxation regulations
follow regulation of spirit taxation
conform with spirit taxation statutes
apply spirit taxation laws
apply spirit taxation rules
comply with spirit taxation regulation",,,Use of information resulting from the spirit safe to compare and conform with taxation regulations in relation to distillation strength. Spirit safe is a locked and sealed glass-box only accessible to representatives from the tax office of the government.,,,
,"installing lightning protection system
install lightning conductor
fitting lightning conductor
fit lightning conductor
lightning protection system installation
installing lightning conductor
installation of lightning protection system",,,"Fix the electrodes deep in the ground, fasten the metal conductors such as copper cables to the walls, and install the lightning conductor on the roof.",,,
,"manage the use of a vaccine
administer the use of vaccines
prescribe and administer vaccines
handle the use of vaccines
manage the use of immune stimulants and suppressors
manage use of vaccines",,,"Prescribe, administer and manage the use of vaccines, immune stimulants and suppressors and anti-sera.",,,
,"create a work environment where performers' potential may be developed
facilitate a work environment for performers to grow artistically
encourage performers to develop their potential in their surroundings
create an environment where performers can work to develop their potential",,,Ensure that performers are well prepared and closely guided in each work session. Ask performers for feedback about the work sessions and take it into account.,,,
,"draft manuals
manual writing
draw up manuals",,,"Write down instructions about how to properly and safely use equipment, machinery, and systems.",,,
,"diagnose common aquatic species diseases
identifying common aquatic species diseases
common aquatic species diseases diagnosing
common aquatic species disease diagnosing
common aquatic species disease identifying
diagnosing common aquatic species diseases
common aquatic species diseases identifying",,,Identify common aquatic species diseases. Observe and describe common symptoms nd lesions.,,,
,"setting sales gols
fix sales goals
settle sales goals
establish sales goals
apply sales goals
setting a sales gol
set a sales gol",,,Set sales goals and objectives to be reached by a sales team within a period of time such as the target amount of sales made and new customers found.,,,
,"organising musical events
organises musical events
manage musical events
organize musical events
arrange musical events
plan musical events
organise musical event",,,"Set the date, the agenda, gather the required resources, and coordinate events around music such as concerts, competitions or exams.",,,
